question,answer
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '18℃', '-'입니다. 인적사고 '없음'이고, 물적사고'화재' 입니다. 공사종류 대분류 '토목', 중분류 '철도' 공사 중 공종 대분류 '토목', 중분류 '터널공사' 작업에서 사고객체 '기타'(중분류: '지하매설물')와 관련된 사고가 발생했습니다. 작업 프로세스는 '용접작업'이며, 장소는 '지하철 / 내부', 부위는 '지하매설물 / 지하' 입니다. 사고 원인은 'BN4정거장 상부에서 가시설 작업자가 용단작업 중 불티가 복공판 구멍사이로 떨어져 하부에 통신케이블에 옮겨붙으며 화재발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",복공판 구멍 매꿈에 대한 재발 방지 대책과 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '20℃', '지상 20층, 지하 2층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기계설비', 중분류 '기계설비공사' 작업에서 사고객체 '가시설'(중분류: '비계')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설비작업'이며, 장소는 '공동주택 / 외부', 부위는 '비계 / 상부(위)' 입니다. 사고 원인은 '이동시 주의 집중 부족[근로자 부주의]'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",가설계단 이용 시 주의 사항 교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '20℃', '지상 4층, 지하 0층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '전기설비', 중분류 '전기설비공사' 작업에서 사고객체 '기타'(중분류: '지하매설물')와 관련된 사고가 발생했습니다. 작업 프로세스는 '매설작업'이며, 장소는 '근린생활시설 / 내부', 부위는 '지하매설물 / 기타' 입니다. 사고 원인은 '작업자 단순 과실'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",공사 종료에 따른 사용승인 처리 완료.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '19℃', '지상 1층, 지하 0층'입니다. 인적사고 '떨어짐(5미터 이상 ~ 10미터 미만)'이고, 물적사고'낙하' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '건설자재'(중분류: '천정패널')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '기타 / 지붕', 부위는 '천정패널 / 상부(위)' 입니다. 사고 원인은 '지붕면의 급경사면에서 자재 묶음줄을 풀음'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업자 안전교육 실시와 자재양중 시 1개소씩 자재양중 시행.
"사고인지 시간 '작업 전 -'이고, 날씨 '흐림' 일 때 기온 '13℃', '지상 4층, 지하 0층'입니다. 인적사고 '떨어짐(2미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '건축 토공사' 작업에서 사고객체 '건설기계'(중분류: '타워크레인')와 관련된 사고가 발생했습니다. 작업 프로세스는 '준비작업'이며, 장소는 '근린생활시설 / 외부', 부위는 '타워크레인 / 바닥' 입니다. 사고 원인은 '크레인에서 내려오다 빗물에 미끄러져서 뛰어내리면서 뒷꿈치 부상'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",비나 물기 등으로 인한 미끄러짐이나 낙상사고 방지를 위한 안전교육 및 관리 필요성에 대한 안전관리 노력.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '23℃', '지상 28층, 지하 2층'입니다. 인적사고 '기타'이고, 물적사고'기타' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기타', 중분류 '기타' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '공동주택 / 외부', 부위는 '기타 / 상부(위)' 입니다. 사고 원인은 '자재 운반 중 하부상태 인지 부족'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",가설계단 고정방법 표준화기준 확립과 가설계단 사전승인제도 운영.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '17℃', '-'입니다. 인적사고 '물체에 맞음'이고, 물적사고'탈락' 입니다. 공사종류 대분류 '토목', 중분류 '터널' 공사 중 공종 대분류 '토목', 중분류 '터널공사' 작업에서 사고객체 '가시설'(중분류: '기타 가시설')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '철도터널 / 내부', 부위는 '기타 가시설 / 지하' 입니다. 사고 원인은 '링빔 거치작업 중 안전하카 탈락으로 인한 이탈'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",링빔이 제위치에 안착이 불가능한 구간에 대한 작업방법 개선과 특별안전교육 실시 및 재발방지대책 수립 후 공사 재개.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '22℃', '지상 4층, 지하 2층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'기타' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '해체 및 철거공사' 작업에서 사고객체 '가시설'(중분류: '거푸집')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '창고시설 / 내부', 부위는 '거푸집 / 옆' 입니다. 사고 원인은 '보안경 미착용으로 인한 부상'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",보안경 지급 및 부재의 비산 가능성 교육과 작업방법 교육 진행.
"사고인지 시간 '작업 전 -'이고, 날씨 '맑음' 일 때 기온 '25℃', '지상 15층, 지하 6층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기계설비', 중분류 '기계설비공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '공동주택 / 내부', 부위는 '기타 / 게이트' 입니다. 사고 원인은 '현장 출입문을 닫는 과정에서 왼손 엄지손가락이 게이트 문에 끼어서 다치는 재해 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",게이트 문관리 및 차량통제 조치의 시행.
"사고인지 시간 '기타 -'이고, 날씨 '맑음' 일 때 기온 '185℃', '지상 36층, 지하 4층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철골공사' 작업에서 사고객체 '건설자재'(중분류: '철근')와 관련된 사고가 발생했습니다. 작업 프로세스는 '준비작업'이며, 장소는 '업무시설 / 내부', 부위는 '철근 / 끼임' 입니다. 사고 원인은 '과실'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",지정된 작업순서에 따라 작업진행.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '17℃', '지상 11층, 지하 4층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '가시설'(중분류: '거푸집')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '업무시설 / 지하층 내부', 부위는 '거푸집 / 바닥' 입니다. 사고 원인은 '작업자의 반복작업으로 인한 무의식적 행동에 따른 이차 사고'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",아차사고 및 불안전한 행동에 대한 안전사고 발생 예방을 위한 안전교육 실시
"사고인지 시간 '작업 전 -'이고, 날씨 '맑음' 일 때 기온 '17℃', '지상 3층, 지하 0층'입니다. 인적사고 '떨어짐(5미터 이상 ~ 10미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '지붕 및 홈통공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '창고시설 / 외부', 부위는 '기타 / 상부(위)' 입니다. 사고 원인은 '판넬 하지철물 탈락으로 인한 작업자 추락'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",4.8~4.9 사고조사 후 재발 방지 대책 수립 예정.
"사고인지 시간 '연장근무 -'이고, 날씨 '맑음' 일 때 기온 '14℃', '-'입니다. 인적사고 '부딪힘'이고, 물적사고'충돌' 입니다. 공사종류 대분류 '토목', 중분류 '도로' 공사 중 공종 대분류 '토목', 중분류 '도로 및 포장공사' 작업에서 사고객체 '건설기계'(중분류: '롤러')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '도로 / 인접주변', 부위는 '롤러 / 바닥' 입니다. 사고 원인은 '운전자 후방 주시 태만 및 재해자 위험장소 대기'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",동일 사고 예방을 위한 전체 안전교육 실시와 야간공사 중단.
"사고인지 시간 '정규작업 -'이고, 날씨 '강우' 일 때 기온 '5℃', '지상 9층, 지하 1층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '전기설비', 중분류 '전기설비공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '정리작업'이며, 장소는 '공장 / 내부', 부위는 '기타 / 뒤' 입니다. 사고 원인은 '2인 1조 작업이 이뤄지고 있던 현장 내에서 다른 조원 작업 구간 뒤에 접근하다가 당기는 케이블에 맞은 것으로 확인됨'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","케이블 포설작업 시 케이블 끝단을 보양지(아트론)로 보양한 후 작업을 실시하고, 해당 사례를 전파하며 작업 전 교육을 실시하는 계획."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '19℃', '지상 4층, 지하 1층'입니다. 인적사고 '떨어짐(2미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '창호 및 유리공사' 작업에서 사고객체 '건설공구'(중분류: '사다리')와 관련된 사고가 발생했습니다. 작업 프로세스는 '마감작업'이며, 장소는 '공동주택 / 외부', 부위는 '사다리 / 고소' 입니다. 사고 원인은 'A형사다리 발판불량확인안하고 사용함'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",사고 발생 이후 A형사다리 현장 작업 금지 조치.
"사고인지 시간 '기타 -'이고, 날씨 '맑음' 일 때 기온 '168℃', '지상 22층, 지하 3층'입니다. 인적사고 '깔림'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '토목', 중분류 '가설공사' 작업에서 사고객체 '가시설'(중분류: '흙막이가시설')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '공동주택 / 외부', 부위는 '흙막이가시설 / 자재 하차' 입니다. 사고 원인은 '굴삭기 기사의 부주의로 인한 사고로써 작업반경 내에 위험요소 (자재 하차 준비작업)를 인지하지 못하여 사고가 발생한 것으로 판단됨.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",3월 31일 사고 재발 방지를 위한 특별교육 실시와 안전사고 재발 방지를 위한 현장 관리 철저 지시.
"사고인지 시간 '식사ㆍ휴식 등 -'이고, 날씨 '흐림' 일 때 기온 '12℃', '지상 21층, 지하 6층'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기타', 중분류 '기타' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '판매시설 / 외부', 부위는 '기타 / 현장외부' 입니다. 사고 원인은 '본인 부주의'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",보행 중 주의 필요성.
"사고인지 시간 '기타 -'이고, 날씨 '맑음' 일 때 기온 '15℃', '지상 1층, 지하 3층'입니다. 인적사고 '없음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기타', 중분류 '기타' 작업에서 사고객체 '질병'(중분류: '질병')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '운동시설 / 인접주변', 부위는 '질병 / 앞' 입니다. 사고 원인은 '뇌출혈 의심'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",건강 관리와 경과에 따른 조치로 이루어진 재발 방지 대책.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '20℃', '지상 1층, 지하 3층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '철근')와 관련된 사고가 발생했습니다. 작업 프로세스는 '조립작업'이며, 장소는 '노유자시설 / 외부', 부위는 '철근 / 비산 쇳가루' 입니다. 사고 원인은 '철근 쇳가루 비산'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",비산물에 의한 유사사레 예방을 위한 보호안경 착용 및 근로자 작업전 안전교육과 작업수칙 준수 철저.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '5℃', '지상 20층, 지하 3층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '공동주택 / 내부', 부위는 '기타 / 바닥' 입니다. 사고 원인은 '알폼자재 무게에 손목이 꺽여 접질림'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",알폼 조립 시 두 손을 이용한 특별 교육과 사고 예방을 위한 특별 안전 교육 실시.
"사고인지 시간 '휴일근무 -'이고, 날씨 '흐림' 일 때 기온 '12℃', '지상 4층, 지하 1층'입니다. 인적사고 '떨어짐(2미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '가시설'(중분류: '비계')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '노유자시설 / 내부', 부위는 '비계 / 상부(위)' 입니다. 사고 원인은 '층고가 5m 이상으로 내부비계를 설치하여야하나 비계를 설치하지않고 말비계를 이용하여 작업하다 말비계의 불안정으로 추락'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",내부강관비계 설치 완료(22년 3월 21일)
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '17℃', '-'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '옹벽 및 절토사면' 공사 중 공종 대분류 '토목', 중분류 '토공사' 작업에서 사고객체 '건설기계'(중분류: '굴착기')와 관련된 사고가 발생했습니다. 작업 프로세스는 '정리작업'이며, 장소는 '옹벽 / 인접주변', 부위는 '굴착기 / 바닥' 입니다. 사고 원인은 '고정볼트 해체시 크레인으로 물체를 고정하지 않고 해체'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",BC크레인 외부볼트 해체 시 줄걸이 벨트 결속 후 내부볼트 해체 교육과 협력회사 현장소장 및 직원 대상 BC크레인 해체 작업방법 교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '15℃', '지상 9층, 지하 1층'입니다. 인적사고 '깔림'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '해체 및 철거공사' 작업에서 사고객체 '건설기계'(중분류: '굴착기')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '숙박시설 / 내부', 부위는 '굴착기 / 바닥' 입니다. 사고 원인은 '작업자의 부주의 및 과실'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",미니포크레인으로 내부 철거작업을 하지 않으며 안전사고 방지 예방에 노력할 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '10℃', '지상 6층, 지하 0층'입니다. 인적사고 '넘어짐(기타)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '전기설비', 중분류 '전기설비공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공장 / 내부', 부위는 '기타 / 바닥' 입니다. 사고 원인은 '불안전한 작업자세로 포설하다 몸이 쏠려 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","2인 1조 구성으로 불안전한 작업자세 보완 및 유도원 배치로 수신호 체계 보완, 사례전파 및 사전교육 요청."
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '15℃', '지상 9층, 지하 1층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '전기설비', 중분류 '전기설비공사' 작업에서 사고객체 '가시설'(중분류: '비계')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공장 / 내부', 부위는 '비계 / 바닥' 입니다. 사고 원인은 '인동선이 아닌 구간으로 무리하게 이동'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",비계 상부 인동선 외 이동 금지 및 간섭구간 발생 시 보양 조치와 사례 전파 요청.
"사고인지 시간 '출ㆍ퇴근 등 -'이고, 날씨 '맑음' 일 때 기온 '5℃', '지상 35층, 지하 3층'입니다. 인적사고 '넘어짐(물체에 걸림)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기타', 중분류 '기타' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '공동주택 / 외부', 부위는 '기타 / 가설컨테이너' 입니다. 사고 원인은 '출입구 문턱을 인지하지 못하고 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",문턱 넘어짐 방지 시설 설치.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '11℃', '지상 3층, 지하 1층'입니다. 인적사고 '떨어짐(2미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '기계설비', 중분류 '기계설비공사' 작업에서 사고객체 '가시설'(중분류: '비계')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공장 / 지붕', 부위는 '비계 / 틀비계' 입니다. 사고 원인은 '작업자 A와 B가 공조기 덕트를 1.7M 높이에서 체결 작업 중이었음. 작업자 A는 덕트를 체결한 상태였고 B가 덕트를 체결 중 놓쳐 회전을 하면서 체결한 작업자 A를 가격하여 균형을 잃고 이동식 비계 아래로 작업자A가 떨어져 부상을 당함.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",사고 정리정돈 및 수습 후 재발방지를 위한 안전대책 강구 예정.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '10℃', '지상 20층, 지하 0층'입니다. 인적사고 '넘어짐(물체에 걸림)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '가시설'(중분류: '가설계단')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '공동주택 / 내부', 부위는 '가설계단 / 바닥' 입니다. 사고 원인은 '조도가 충분히 확보되지 않은 상태에서 계단실에서 내려오다 계단실 하부에 해체된 동바리에 걸려 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","근로자들이 충분히 시야를 확보할 수 있도록 적정 이상의 조도를 확보하고, 이동 구간의 자재를 정리하는 조치."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '4℃', '지상 10층, 지하 2층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설기계'(중분류: '콘크리트펌프')와 관련된 사고가 발생했습니다. 작업 프로세스는 '타설작업'이며, 장소는 '의료시설 / 외부', 부위는 '콘크리트펌프 / 옆' 입니다. 사고 원인은 '펌프카 붐을 펼치는 중 기울어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",현장지반의 문제부분에 철판 설치와 공사안전관리.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '-6℃', '-'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '도로' 공사 중 공종 대분류 '토목', 중분류 '터널공사' 작업에서 사고객체 '부재'(중분류: '철골부재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '연결작업'이며, 장소는 '도로 / 외부', 부위는 '철골부재 / 바닥' 입니다. 사고 원인은 '지보재130KG 을 로프연결위해 2명이 벌리는중 과하게 힘을써서 자신의 발등에 지보재를 놓음'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","지보재가 발등에 부딪치지 않도록 받침목을 2단 18CM로 하고, 무게가 130KG이므로 4인이 작업하도록 관리하며, 관리감독 철저."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '7℃', '지상 15층, 지하 2층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '건축 토공사' 작업에서 사고객체 '건설기계'(중분류: '천공기')와 관련된 사고가 발생했습니다. 작업 프로세스는 '굴착작업'이며, 장소는 '공장 / 외부', 부위는 '천공기 / 바닥' 입니다. 사고 원인은 '작업자의 부주의와 반복작업에 의한 안전의식 둔화'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","H-pile 근입 시 최소한의 시간을 두고 변위 진행 여부를 확인한 후 작업을 진행하고, 현장 확인 후 시정 조치를 시행하는 방안."
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '17℃', '지상 5층, 지하 2층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '근린생활시설 / 내부', 부위는 '공구류 / 상부(위)' 입니다. 사고 원인은 '골조공사 중 거푸집 작업 中 목재 절단을 위해 전동톱을 이용해 장갑이 톱날에 말려들면서 업지손톱부위가 함몰된 사고가 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",안전교육을 통한 공기구 올바른 사용법 교육으로 동일 형태의 재해 발생 예방.
"사고인지 시간 '휴일근무 -'이고, 날씨 '맑음' 일 때 기온 '1℃', '지상 1층, 지하 0층'입니다. 인적사고 '떨어짐(5미터 이상 ~ 10미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '지붕 및 홈통공사' 작업에서 사고객체 '시설물'(중분류: '건물')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공장 / 지붕', 부위는 '건물 / 상부(위)' 입니다. 사고 원인은 '지붕판넬 설치 중 다음 작업을 위한 이동 중에 발디딤 부위 확인하지 못하고 2층 바닥으로 추락'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",공사장 안전대책 마련 및 관련법령 검토.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '-2℃', '지상 12층, 지하 6층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '근린생활시설 / 내부', 부위는 '공구류 / 망치' 입니다. 사고 원인은 '거푸집 작업 중 망치로 못을 박다가 실수로 왼손 엄지  손가락에 맞음'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",충분한 작업공간 확보와 못 박을 위치에 못을 자리잡기 한 후 망치질을 하도록 작업 순서 준수.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '13℃', '지상 12층, 지하 1층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설기계'(중분류: '콘크리트펌프')와 관련된 사고가 발생했습니다. 작업 프로세스는 '타설작업'이며, 장소는 '공장 / 기초바닥타설', 부위는 '콘크리트펌프 / 기초바닥타설' 입니다. 사고 원인은 '콘크리트 타설 작업 완료 후 콘크리트 펌프카의 자바라 호스 해체를 위해 펌프카 붐대를 내리던 중 근로자가 자바라를 왼손으로 잡으려는 순간 자바라의 무게에 눌려 왼쪽 엄지손가락 인대가 파열됨.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업자 특별안전교육 실시와 유도로프 설치를 통한 자바라 직접 조치 방지 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '6℃', '지상 2층, 지하 20층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '가시설'(중분류: '거푸집')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '공동주택 / 내부', 부위는 '거푸집 / 지하' 입니다. 사고 원인은 '유로폼 해체구간 작업 중 고정핀부터 해체 후 유로폼 탈형작업 실시해야하나 전체 고정핀 선해체로 인한 상부 간섭된 유로폼까지 탈형되며 재해자 손등 가격'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","작업절차와 순서 준수, 유로폼 해체 작업 시 전체고정핀 선해체 금지."
"사고인지 시간 '식사ㆍ휴식 등 -'이고, 날씨 '맑음' 일 때 기온 '-3℃', '지상 16층, 지하 4층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설자재'(중분류: '철근')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '업무시설 / 내부', 부위는 '철근 / 바닥' 입니다. 사고 원인은 '철근적치장소에서 앉아서 휴식 중 2단으로 적재된 상단 철근다발이 전도되면서 오른쪽 발등을 가격하여 골절 발생'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",향후 철근적재 시 2단적재 방지를 위한 철저한 관리 감독 필요성.
